run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	study_alias	experiment_alias	run_alias	fastq_ftp	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19064693	SAMN28061751	SRX15135860	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC168	DC168_UAB832_S26_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064693/SRR19064693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064693/SRR19064693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/093/SRR19064693	DC168		
SRR19064699	SAMN28061745	SRX15135854	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC161	DC161_S366_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064699/SRR19064699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064699/SRR19064699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/099/SRR19064699	DC161		
SRR19064704	SAMN28061701	SRX15135848	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC104	DC104_S311_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064704/SRR19064704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064704/SRR19064704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/004/SRR19064704	DC104		
SRR19064706	SAMN28061700	SRX15135847	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC103	DC103_S310_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064706/SRR19064706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064706/SRR19064706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/006/SRR19064706	DC103		
SRR19064709	SAMN28061697	SRX15135844	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC100	DC100_S307_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064709/SRR19064709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064709/SRR19064709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/009/SRR19064709	DC100		
SRR19064713	SAMN28062348	SRX15135843	PRJNA834801	408170	human gut metagenome	PRJNA834801	SP1114	SP1114_UAB832_S91_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064713/SRR19064713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064713/SRR19064713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/013/SRR19064713	SP1114		
SRR19064714	SAMN28062344	SRX15135839	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP644	DP644_UAB832_S59_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064714/SRR19064714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064714/SRR19064714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/014/SRR19064714	DP644		
SRR19064715	SAMN28061696	SRX15135838	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC099	DC099_S306_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064715/SRR19064715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064715/SRR19064715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/015/SRR19064715	DC099		
SRR19064717	SAMN28062342	SRX15135836	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP641	DP641_UAB832_S57_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064717/SRR19064717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064717/SRR19064717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/017/SRR19064717	DP641		
SRR19064725	SAMN28062297	SRX15135826	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP580	DP580_UAB832_S2_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/025/SRR19064725/SRR19064725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/025/SRR19064725/SRR19064725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/025/SRR19064725	DP580		
SRR19064728	SAMN28062298	SRX15135827	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP581	DP581_UAB832_S3_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064728/SRR19064728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064728/SRR19064728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/028/SRR19064728	DP581		
SRR19064731	SAMN28062293	SRX15135821	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP576	DP576_UAB832_S82_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064731/SRR19064731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064731/SRR19064731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/031/SRR19064731	DP576		
SRR19064736	SAMN28062288	SRX15135816	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP569	DP569_UAB832_S77_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064736/SRR19064736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064736/SRR19064736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/036/SRR19064736	DP569		
SRR19064738	SAMN28062286	SRX15135814	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP567	DP567_UAB832_S75_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064738/SRR19064738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064738/SRR19064738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/038/SRR19064738	DP567		
SRR19064745	SAMN28062224	SRX15135807	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP483	DP483_UAB832_S87_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064745/SRR19064745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064745/SRR19064745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/045/SRR19064745	DP483		
SRR19064747	SAMN28061630	SRX15135805	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC009	DC009_S51_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064747/SRR19064747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064747/SRR19064747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/047/SRR19064747	DC009		
SRR19064750	SAMN28062221	SRX15135802	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP477	DP477_UAB832_S84_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064750/SRR19064750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064750/SRR19064750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/050/SRR19064750	DP477		
SRR19064753	SAMN28062229	SRX15136020	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP490	DP490_UAB832_S1_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064753/SRR19064753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064753/SRR19064753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/053/SRR19064753	DP490		
SRR19064755	SAMN28062129	SRX15136239	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP353	DP353_UAB832_S45_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064755/SRR19064755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064755/SRR19064755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/055/SRR19064755	DP353		
SRR19064757	SAMN28062126	SRX15136236	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP350	DP350_UAB832_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064757/SRR19064757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064757/SRR19064757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/057/SRR19064757	DP350		
SRR19064758	SAMN28062125	SRX15136235	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP349	DP349_UAB832_S41_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064758/SRR19064758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064758/SRR19064758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/058/SRR19064758	DP349		
SRR19064760	SAMN28062124	SRX15136234	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP348	DP348_UAB832_S40_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064760/SRR19064760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064760/SRR19064760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/060/SRR19064760	DP348		
SRR19064761	SAMN28061674	SRX15136233	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC069	DC069_S277_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064761/SRR19064761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064761/SRR19064761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/061/SRR19064761	DC069		
SRR19064763	SAMN28062123	SRX15136231	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP347	DP347_UAB832_S39_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064763/SRR19064763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064763/SRR19064763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/063/SRR19064763	DP347		
SRR19064764	SAMN28062122	SRX15136230	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP346	DP346_UAB832_S38_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064764/SRR19064764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064764/SRR19064764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/064/SRR19064764	DP346		
SRR19064766	SAMN28062120	SRX15136228	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP342	DP342_UAB832_S25_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064766/SRR19064766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064766/SRR19064766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/066/SRR19064766	DP342		
SRR19064771	SAMN28062078	SRX15136224	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP287	DP287_S297_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064771/SRR19064771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064771/SRR19064771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/071/SRR19064771	DP287		
SRR19064772	SAMN28062077	SRX15136223	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP285	DP285_S296_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064772/SRR19064772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064772/SRR19064772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/072/SRR19064772	DP285		
SRR19064776	SAMN28062073	SRX15136218	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP280	DP280_S274_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064776/SRR19064776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064776/SRR19064776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/076/SRR19064776	DP280		
SRR19064777	SAMN28062072	SRX15136217	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP279	DP279_S273_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064777/SRR19064777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064777/SRR19064777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/077/SRR19064777	DP279		
SRR19064779	SAMN28062071	SRX15136216	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP278	DP278_S272_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064779/SRR19064779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064779/SRR19064779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/079/SRR19064779	DP278		
SRR19064783	SAMN28062066	SRX15136211	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP273	DP273_S267_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064783/SRR19064783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064783/SRR19064783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/083/SRR19064783	DP273		
SRR19064785	SAMN28062064	SRX15136209	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP271	DP271_S265_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064785/SRR19064785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064785/SRR19064785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/085/SRR19064785	DP271		
SRR19064786	SAMN28062067	SRX15136212	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP274	DP274_S268_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064786/SRR19064786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064786/SRR19064786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/086/SRR19064786	DP274		
SRR19064788	SAMN28062063	SRX15136207	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP270	DP270_S264_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/088/SRR19064788/SRR19064788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/088/SRR19064788/SRR19064788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/088/SRR19064788	DP270		
SRR19064791	SAMN28062040	SRX15136203	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP239	DP239_S237_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064791/SRR19064791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064791/SRR19064791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/091/SRR19064791	DP239		
SRR19064792	SAMN28062039	SRX15136202	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP237	DP237_S235_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064792/SRR19064792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064792/SRR19064792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/092/SRR19064792	DP237		
SRR19064797	SAMN28062034	SRX15136197	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP226	DP226_S224_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064797/SRR19064797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064797/SRR19064797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/097/SRR19064797	DP226		
SRR19064800	SAMN28062032	SRX15136194	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP224	DP224_S222_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064800/SRR19064800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064800/SRR19064800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/000/SRR19064800	DP224		
SRR19064801	SAMN28062030	SRX15136192	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP222	DP222_S220_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064801/SRR19064801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064801/SRR19064801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/001/SRR19064801	DP222		
SRR19064802	SAMN28062029	SRX15136191	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP221	DP221_S219_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064802/SRR19064802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064802/SRR19064802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/002/SRR19064802	DP221		
SRR19064803	SAMN28062028	SRX15136190	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP220	DP220_S218_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064803/SRR19064803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064803/SRR19064803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/003/SRR19064803	DP220		
SRR19064808	SAMN28062024	SRX15136186	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP211	DP211_S209_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064808/SRR19064808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064808/SRR19064808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/008/SRR19064808	DP211		
SRR19064809	SAMN28061628	SRX15136184	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC006	DC006_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064809/SRR19064809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064809/SRR19064809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/009/SRR19064809	DC006		
SRR19064811	SAMN28062002	SRX15136181	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP183	DP183_S181_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064811/SRR19064811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064811/SRR19064811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/011/SRR19064811	DP183		
SRR19064816	SAMN28061998	SRX15136177	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP178	DP178_S176_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064816/SRR19064816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064816/SRR19064816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/016/SRR19064816	DP178		
SRR19064818	SAMN28061996	SRX15136175	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP176	DP176_S174_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064818/SRR19064818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064818/SRR19064818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/018/SRR19064818	DP176		
SRR19064824	SAMN28061991	SRX15136169	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP169	DP169_S168_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064824/SRR19064824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064824/SRR19064824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/024/SRR19064824	DP169		
SRR19064826	SAMN28061989	SRX15136167	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP166	DP166_S165_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064826/SRR19064826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064826/SRR19064826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/026/SRR19064826	DP166		
SRR19064829	SAMN28061985	SRX15136163	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP161	DP161_S160_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064829/SRR19064829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064829/SRR19064829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/029/SRR19064829	DP161		
SRR19064835	SAMN28061981	SRX15136158	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP157	DP157_S156_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064835/SRR19064835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064835/SRR19064835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/035/SRR19064835	DP157		
SRR19064837	SAMN28061979	SRX15136156	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP155	DP155_S154_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064837/SRR19064837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064837/SRR19064837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/037/SRR19064837	DP155		
SRR19064839	SAMN28061977	SRX15136154	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP153	DP153_S152_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064839/SRR19064839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064839/SRR19064839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/039/SRR19064839	DP153		
SRR19064842	SAMN28061659	SRX15136150	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC049	DC049_S210_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064842/SRR19064842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064842/SRR19064842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/042/SRR19064842	DC049		
SRR19064844	SAMN28061973	SRX15136149	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP149	DP149_S148_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064844/SRR19064844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064844/SRR19064844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/044/SRR19064844	DP149		
SRR19064847	SAMN28061970	SRX15136146	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP146	DP146_S145_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064847/SRR19064847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064847/SRR19064847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/047/SRR19064847	DP146		
SRR19064848	SAMN28061968	SRX15136144	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP143	DP143_S142_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064848/SRR19064848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064848/SRR19064848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/048/SRR19064848	DP143		
SRR19064850	SAMN28061966	SRX15136142	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP138	DP138_S137_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064850/SRR19064850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064850/SRR19064850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/050/SRR19064850	DP138		
SRR19064852	SAMN28061965	SRX15136141	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP137	DP137_S136_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064852/SRR19064852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064852/SRR19064852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/052/SRR19064852	DP137		
SRR19064855	SAMN28061887	SRX15136138	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP037	DP037_S37_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064855/SRR19064855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064855/SRR19064855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/055/SRR19064855	DP037		
